G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0
G0 X32 Y80 Z80 A0 B0 C0\n,2,5,5,0,0,0
G0 X544 Y1024 Z1024 A0 B0 C0\n,34,64,64,0,0,0
G0 X528 Y1056 Z1056 A0 B0 C0\n,33,66,66,0,0,0
G0 X256 Y912 Z912 A0 B0 C0\n,16,57,57,0,0,0
G0 X384 Y1024 Z1024 A0 B0 C0\n,24,64,64,0,0,0
G0 X608 Y736 Z736 A0 B0 C0\n,38,46,46,0,0,0
G0 X560 Y864 Z864 A0 B0 C0\n,35,54,54,0,0,0
G0 X304 Y752 Z752 A0 B0 C0\n,19,47,47,0,0,0
G0 X128 Y416 Z416 A0 B0 C0\n,8,26,26,0,0,0
G0 X576 Y752 Z752 A0 B0 C0\n,36,47,47,0,0,0
G0 X96 Y816 Z816 A0 B0 C0\n,6,51,51,0,0,0
G0 X384 Y1024 Z1024 A0 B0 C0\n,24,64,64,0,0,0
G0 X448 Y480 Z480 A0 B0 C0\n,28,30,30,0,0,0
G0 X560 Y1136 Z1136 A0 B0 C0\n,35,71,71,0,0,0
G0 X560 Y1024 Z1024 A0 B0 C0\n,35,64,64,0,0,0
G0 X528 Y720 Z720 A0 B0 C0\n,33,45,45,0,0,0
G0 X368 Y528 Z528 A0 B0 C0\n,23,33,33,0,0,0
G0 X208 Y864 Z864 A0 B0 C0\n,13,54,54,0,0,0
G0 X592 Y768 Z768 A0 B0 C0\n,37,48,48,0,0,0
G0 X112 Y624 Z624 A0 B0 C0\n,7,39,39,0,0,0
