G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  60.311, -67.442,-1164.745, 0.0044056, 0.8560075, 0.5070606,-0.1006046,0.17146731913089752,Enabled,  85.711, -23.723,-1171.603, 0.0219961, 0.0231078,-0.6341081, 0.7725860,0.2850598990917206,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  60.237, -67.407,-1164.754, 0.0042521, 0.8559113, 0.5071638,-0.1009091,0.17215275764465332,Enabled,  85.721, -23.714,-1171.628, 0.0219506, 0.0230333,-0.6341236, 0.7725768,0.29371753334999084,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  60.138, -67.411,-1164.739, 0.0036999, 0.8558319, 0.5072030,-0.1014063,0.1718790978193283,Enabled,  85.707, -23.720,-1171.620, 0.0219198, 0.0230219,-0.6340918, 0.7726042,0.28957149386405945,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  60.046, -67.413,-1164.696, 0.0040619, 0.8557144, 0.5074389,-0.1012036,0.17004622519016266,Enabled,  85.717, -23.709,-1171.630, 0.0219914, 0.0230897,-0.6341470, 0.7725548,0.29145461320877075,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  59.977, -67.389,-1164.549, 0.0035506, 0.8556632, 0.5075347,-0.1011749,0.17716622352600098,Enabled,  85.679, -23.723,-1171.601, 0.0220984, 0.0231714,-0.6340823, 0.7726024,0.27989959716796875,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  59.988, -67.357,-1164.435, 0.0040787, 0.8556864, 0.5076330,-0.1004635,0.1698582023382187,Enabled,  85.685, -23.717,-1171.613, 0.0220182, 0.0231083,-0.6341006, 0.7725915,0.2903546392917633,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  60.057, -67.391,-1164.590, 0.0031768, 0.8557298, 0.5073044,-0.1017776,0.1714802086353302,Enabled,  85.717, -23.711,-1171.626, 0.0219558, 0.0230447,-0.6341431, 0.7725603,0.2876110374927521,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  60.147, -67.439,-1164.655, 0.0036945, 0.8558745, 0.5070434,-0.1018436,0.1712961345911026,Enabled,  85.700, -23.715,-1171.623, 0.0220145, 0.0231159,-0.6341227, 0.7725733,0.29077187180519104,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  60.165, -67.436,-1164.526, 0.0034080, 0.8559307, 0.5069670,-0.1017618,0.17238867282867432,Enabled,  85.723, -23.722,-1171.624, 0.0219102, 0.0230037,-0.6340812, 0.7726136,0.2870335280895233,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  60.028, -67.413,-1164.485, 0.0035123, 0.8557449, 0.5073055,-0.1016339,0.17384125292301178,Enabled,  85.724, -23.715,-1171.630, 0.0219020, 0.0229824,-0.6341099, 0.7725909,0.28673332929611206,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  59.932, -67.404,-1164.520, 0.0036800, 0.8555773, 0.5075704,-0.1017154,0.17384155094623566,Enabled,  85.745, -23.739,-1171.618, 0.0218568, 0.0229533,-0.6340351, 0.7726545,0.287735253572464,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  60.039, -67.434,-1164.507, 0.0038148, 0.8557587, 0.5072994,-0.1015372,0.1731972098350525,Enabled,  85.680, -23.727,-1171.597, 0.0220837, 0.0231465,-0.6340926, 0.7725950,0.28359824419021606,
G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0,Enabled,  60.185, -67.462,-1164.559, 0.0031247, 0.8559785, 0.5068443,-0.1019792,0.16959336400032043,Enabled,  85.695, -23.709,-1171.628, 0.0220082, 0.0230943,-0.6341440, 0.7725566,0.283786803483963,
