G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0
G0 X240 Y880 Z880 A2 B70 C0\n,15,55,55,2,70,0
G0 X448 Y960 Z960 A-66 B-77 C0\n,28,60,60,-66,-77,0
G0 X0 Y496 Z496 A29 B7 C0\n,0,31,31,29,7,0
G0 X368 Y896 Z896 A18 B-77 C0\n,23,56,56,18,-77,0
G0 X240 Y512 Z512 A23 B3 C0\n,15,32,32,23,3,0
G0 X448 Y720 Z720 A89 B53 C0\n,28,45,45,89,53,0
G0 X112 Y304 Z304 A-1 B85 C0\n,7,19,19,-1,85,0
G0 X336 Y720 Z720 A-61 B-33 C0\n,21,45,45,-61,-33,0
G0 X528 Y1152 Z1152 A76 B-41 C0\n,33,72,72,76,-41,0
G0 X496 Y528 Z528 A73 B-67 C0\n,31,33,33,73,-67,0
G0 X400 Y416 Z416 A-83 B82 C0\n,25,26,26,-83,82,0
G0 X0 Y336 Z336 A86 B-51 C0\n,0,21,21,86,-51,0
G0 X256 Y288 Z288 A18 B24 C0\n,16,18,18,18,24,0
G0 X640 Y928 Z928 A-77 B-49 C0\n,40,58,58,-77,-49,0
G0 X64 Y640 Z640 A75 B-4 C0\n,4,40,40,75,-4,0
