G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0
G0 X304 Y496 Z912 A0 B0 C0\n,19,31,57,0,0,0
G0 X352 Y832 Z1088 A0 B0 C0\n,22,52,68,0,0,0
G0 X624 Y832 Z992 A0 B0 C0\n,39,52,62,0,0,0
G0 X208 Y464 Z1104 A0 B0 C0\n,13,29,69,0,0,0
G0 X512 Y880 Z896 A0 B0 C0\n,32,55,56,0,0,0
G0 X64 Y160 Z640 A0 B0 C0\n,4,10,40,0,0,0
G0 X64 Y496 Z1120 A0 B0 C0\n,4,31,70,0,0,0
G0 X400 Y416 Z592 A0 B0 C0\n,25,26,37,0,0,0
G0 X192 Y560 Z928 A0 B0 C0\n,12,35,58,0,0,0
G0 X288 Y816 Z1264 A0 B0 C0\n,18,51,79,0,0,0
G0 X576 Y1040 Z1168 A0 B0 C0\n,36,65,73,0,0,0
G0 X256 Y400 Z464 A0 B0 C0\n,16,25,29,0,0,0
G0 X32 Y480 Z1024 A0 B0 C0\n,2,30,64,0,0,0
G0 X256 Y560 Z1200 A0 B0 C0\n,16,35,75,0,0,0
G0 X272 Y704 Z832 A0 B0 C0\n,17,44,52,0,0,0
