G0 X0 Y0 Z0 A0 B0 C0\n,0,0,0,0,0,0
G0 X432 Y1008 Z1008 A-73 B-50 C0\n,27,63,63,-73,-50,0
G0 X624 Y1200 Z1200 A-4 B-38 C0\n,39,75,75,-4,-38,0
G0 X240 Y720 Z720 A-7 B-7 C0\n,15,45,45,-7,-7,0
G0 X224 Y640 Z640 A-6 B-11 C0\n,14,40,40,-6,-11,0
G0 X96 Y528 Z528 A-33 B-52 C0\n,6,33,33,-33,-52,0
G0 X304 Y752 Z752 A-87 B-15 C0\n,19,47,47,-87,-15,0
G0 X80 Y96 Z96 A-61 B-29 C0\n,5,6,6,-61,-29,0
G0 X448 Y848 Z848 A-33 B-69 C0\n,28,53,53,-33,-69,0
G0 X400 Y976 Z976 A-24 B-20 C0\n,25,61,61,-24,-20,0
G0 X32 Y384 Z384 A-75 B-23 C0\n,2,24,24,-75,-23,0
G0 X240 Y720 Z720 A-51 B-28 C0\n,15,45,45,-51,-28,0
G0 X160 Y336 Z336 A-82 B-80 C0\n,10,21,21,-82,-80,0
G0 X432 Y480 Z480 A-51 B-48 C0\n,27,30,30,-51,-48,0
G0 X368 Y880 Z880 A-69 B-35 C0\n,23,55,55,-69,-35,0
G0 X160 Y544 Z544 A-82 B-74 C0\n,10,34,34,-82,-74,0
